Ticker (all values in $ billions),"Market Capitalization Growth %, YoY FY 2013","S&P 500 Growth %, YoY FY 2013",Relative Performance to S&P 500,- Cash & Equivalents FY 2012,"- Cash & Equivalents Growth %, YoY FY 2012",+ Preferred & Other FY 2012,"+ Preferred & Other Growth %, YoY FY 2012",+ Total Debt FY 2012,"+ Total Debt Growth %, YoY FY 2012",Net Debt to EBITDA FY 2012,Enterprise Value FY 2012,Enterprise Value to Revenue FY 2012,Enterprise Value to EBITDA FY 2012,Enterprise Value to Free Cash Flow FY 2012,"Enterprise Value Growth %, YoY FY 2012","Revenue, Adj FY 2012","Revenue Growth %, YoY FY 2012","Gross Profit, Adj FY 2012",Gross Margin % FY 2012,"EBITDA, Adj FY 2012",EBITDA Margin % FY 2012,"EBITDA Growth %, YoY FY 2012","Net Income, Adj FY 2012",Net Income Margin % FY 2012,"Net Income Growth %, YoY FY 2012","EPS, Adj FY 2012","EPS Growth %, YoY FY 2012",Cash from Operations FY 2012,"Cash from Operations Growth %, YoY FY 2012",Capital Expenditures FY 2012,"Capital Expenditures Growth %, YoY FY 2012",Free Cash Flow FY 2012,"Free Cash Flow Growth %, YoY FY 2012",Return on Common Equity FY 2012,Return on Assets FY 2012,Return on Capital FY 2012,Return on Invested Capital FY 2012,Operating Margin FY 2012,Sustainable Growth Rate FY 2012,Altman's Z-Score FY 2012,Cash Ratio FY 2012,Current Ratio FY 2012,Quick Ratio FY 2012,CFO/CapEx FY 2012,Weighted Average Cost of Cap FY 2012,Sales per Employee FY 2012,WACC Economic Value Added FY 2012,Asset Turnover FY 2012,Total Debt to Total Equity FY 2012,Price to Sales Ratio FY 2012,R & D Expenditure to Net Sales FY 2012,Total Debts to Total Capital FY 2012,Trailing 12M EBIT Margin FY 2012,Interest Expense FY 2012,EBIT to Interest Expense FY 2012,Price Earnings Ratio (P/E) FY 2012,Total Invested Capital FY 2012,Earnings Yield FY 2012
MDT ,0.204915517,0.296,-0.091084483,9350,2.850906096,0,0,10633,0.08113879,0.233655072,40374.8771,2.494740305,7.352918794,10.12917137,-0.224846038,16184,0.015753,12295,0.759700939,5491,0.339285714,0.0431231,3617,0.223492338,0.168281654,3.3206,-0.033163488,4470,0.194867682,-484,-0.033932136,3986,0.230246914,0.218675,0.113934,0.14583,0.143688,0.287815,0.156627,4.8843,1.5775,2.7562,2.22,9.2355,0.076876133,359644.4444,906.3826305,0.509788481,62.13405014,2.454367956,0.092066238,38.3226411,0.287815126,349,13.34670487,11.35050193,27425,0.088101831
CVS ,0.418921905,0.296,0.122921905,1380,-0.026798307,0,-1,9828,-0.018573996,0.94254156,67966.85,0.552037443,7.583046971,14.64487179,0.104102866,123120,0.14958,22488,0.182651072,8963,0.072798895,0.134844264,3864,0.031384016,0.116440335,3.19,0.231660232,6671,0.139173497,-2030,0.084401709,4641,0.164909639,0.102082,0.059099,0.088019,0.087101,0.058561,0.080295,7.5548,0.0975,1.4248,0.5554,3.2862,0.073115228,977142.8571,704.3281469,1.883087088,26.10150586,0.499129711,0,20.69880584,0.058560754,561,12.85204991,15.15673981,50865,0.065977249
DWDP ,0,0.296,-0.296,—,0,—,0,—,0,0,—,0,0,0,0,—,0,—,0,—,0,0,—,0,0,—,0,—,0,—,0,—,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,—,—,—,—,—,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#N/A N/A,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!
MU ,1.19579288,0.296,0.89979288,2933,0.35787037,717,-0.481186686,3262,0.630184908,0.215173316,7335.386,0.890865436,4.797505559,17.67562892,0.067294041,8234,-0.063041,968,0.117561331,1529,0.185693466,-0.465384615,-1032,-0.125333981,-7.179640719,-1.0678,-78.37681159,2114,-0.148953301,-1699,-0.33372549,415,-7.287878788,-0.127644,-0.070977,-0.077737,-0.079872,-0.074326,#VALUE!,1.2451,1.1409,2.5671,1.5568,1.2443,0.111179973,300510.9489,-2184.912527,0.566299862,38.7549008,0.743941705,0.111488948,27.9304735,-0.074325966,179,-3.418994413,#N/A N/A,11663,-0.17278657
MSI ,0.117444407,0.296,-0.178555593,3603,-0.292280495,25,-0.583333333,1863,0.213680782,-1.18852459,13658.248,1.570274546,9.329404372,15.46800453,0.21285342,8698,0.060344,4348,0.499885031,1464,0.168314555,0.196078431,881,0.101287652,-0.239205527,3.0164,0.139812576,1070,0.224256293,-187,0.005376344,883,0.283430233,0.207808,0.066221,0.160349,0.181062,0.144401,0.141438,2.8061,1.0804,2.2192,1.6444,5.7219,0.089294368,#N/A N/A,353.429505,0.653788334,56.62613982,1.869869855,0.12359163,36.15369688,0.144401012,108,11.62962963,18.45903523,5299,0.054174012
CBOE ,0.753623401,0.296,0.457623401,135.597,0.004898619,0,0,0,0,-0.492038667,2435.4268,4.75355488,8.837394315,14.28662572,0.127185002,512.338,0.008254,—,0,275.582,0.537891002,-0.000522258,155.254,0.303030421,0.136709083,1.6823,0.106776316,200.535,-0.01277021,-30.066,0.031671413,170.469,-0.02021427,0.653162,0.472143,#VALUE!,0.665488,0.476437,0.322008,21.0282,2.6001,3.8909,3.4758,6.6698,0.078273138,#N/A N/A,139.5143586,1.536877218,0,5.02904645,#VALUE!,0,0.47643743,#N/A N/A,#N/A N/A,17.51196889,239.462,0.057103802
MYL ,0.486638196,0.296,0.190638196,349.969,-0.137459272,15.11,0.161682171,5097.931,0.053564062,2.867126812,15611.4541,2.297119539,9.427206582,24.25268619,0.147687339,6796.1,0.108694,2908.3,0.427936611,1656,0.243669163,0.092249579,640.9,0.094304086,0.193904734,1.8832,0.377413692,949,0.317279824,-305.3,0.090949373,643.7,0.461041909,0.187604,0.054475,0.105948,0.102106,0.163241,#VALUE!,3.2689,0.1595,1.7792,0.8682,3.1084,0.087964537,#N/A N/A,39.0492791,0.577653077,151.9127619,1.67702653,0.059048572,60.30371814,0.163240682,308.7,3.593780369,14.57619127,8698.414,0.068605027
LH ,-0.033159896,0.296,-0.329159896,466.8,1.930320151,20.7,0.024752475,2655,0.195407474,1.74595069,10307.87,1.81751772,8.224583101,15.44018874,-0.01734033,5671.4,0.023294,2249.7,0.396674542,1253.3,0.220986,0.062298695,583.1,0.10281412,0.121993458,6.3123,0.06563687,841.4,-0.01659654,-173.8,0.192862045,667.6,-0.059585857,0.223371,0.090355,0.126917,0.116398,0.180467,0.223371,7.731,0.4539,1.3532,1.1525,4.8412,0.07006398,#N/A N/A,307.4262946,0.878823566,96.96504876,1.461638044,0,49.22957112,0.180466904,94.5,10.83068783,13.72234758,5893.3,0.072873828
NEM ,-0.502139507,0.296,-0.798139507,1647,-0.111650485,3175,0.104347826,6298,0.460236494,1.129706097,30893.8161,3.130706942,7.503963104,-36.866129,-0.117888308,9868,-0.047306,5630,0.570531009,4117,0.417207134,0.337556855,1809,0.183319822,3.942622951,3.7125,-0.188205195,2372,-0.338169643,-3210,0.151776103,-838,-2.051442911,0.135663,0.064884,0.106447,0.098904,0.312627,0.085644,2.09,0.5244,1.8927,0.7982,0.7389,0.067227666,#N/A N/A,379.3845945,0.353939133,37.16072693,2.334235914,0.035265505,27.09283318,0.312626672,261,11.81992337,12.50920884,23674,0.079941107
FOXA ,0.420640282,0.296,0.124640282,9626,-0.240851735,1142,0.392682927,15455,-0.002581478,1.05693563,60088.9688,2.398665474,10.89555191,26.47091137,0.198662836,25051,0.033798,9388,0.374755499,5515,0.220150892,0.21690203,1179,0.047063989,-0.569550931,1.2037,0.279035172,2834,-0.06714944,-564,-0.093247588,2270,-0.060430464,0.043066,0.019875,0.049074,0.080178,0.188256,0.036967,2.8235,1.0009,2.0223,1.6881,5.0248,0.098614411,521895.8333,-681.0935684,0.422292086,59.84279408,2.223572312,0,37.43853104,0.188255958,1032,4.569767442,18.51781083,42267,0.054002064
NKE ,0.112573174,0.296,-0.183426826,3757,-0.172102248,0,0,385,-0.419306184,-0.979662987,46174.44,1.979102482,13.41500291,36.61731959,0.29530291,23331,0.118349,10148,0.434957781,3442,0.147529039,0.092698413,2211,0.09476662,0.036568214,1.2083,0.10095672,1824,0.006622517,-563,0.303240741,1261,-0.086231884,0.218651,0.14516,0.208584,0.217982,0.131542,0.156262,9.2794,0.9721,2.9834,1.8207,3.2398,0.108484037,530250,1083.351803,1.53175984,3.708698584,2.132904719,0,3.576072822,0.131541726,10,306.9,22.38265863,10611,0.044677445
NI ,0.335466766,0.296,0.039466766,36.3,2.156521739,-46.8,-0.708592777,8103.2,0.018783475,5.035518102,15742.9908,3.129259337,9.827085393,-70.5015262,0.086275369,5030.9,-0.157966,3514,0.698483373,1602,0.31843209,0.123579745,416.1,0.082708859,0.391173521,1.3347,-0.023342602,1275.5,0.465754999,-1498.8,0.334995992,-223.3,-0.115643564,0.07887,0.019557,0.05189,0.052817,0.206742,0.026103,0.7764,0.0109,0.7133,0.2984,0.851,0.045005829,607156.6498,2863.517846,0.236453364,145.8905713,1.444153332,#VALUE!,59.33150284,0.206742332,418.3,2.486492948,18.6483854,15422.6,0.053623945
NBL ,0.353862897,0.296,0.057862897,1387,-0.046735395,0,0,3929,-0.074004242,0.979576108,20753.46,5.184476643,7.997479769,-28.94485356,0.059421872,4003,0.22229,1960,0.489632775,2595,0.648263802,0.894160584,1027,0.256557582,1.267108168,2.3989,-0.04181978,2933,0.351612903,-3650,0.407093292,-717,0.691037736,0.13232,0.060415,0.094193,0.070561,0.297777,0.109832,2.1265,0.5478,1.0944,0.9285,0.8036,0.105049252,1827853.881,-458.9438016,0.23548444,47.57810608,4.524036972,0,32.23927135,0.297776667,125,9.536,21.20564978,12400,0.047157244
NSC ,0.476486569,0.296,0.180486569,668,1.219269103,0,0,8682,0.151458886,1.9807217,27433.8733,2.484952292,6.780492659,33.29353556,-0.123824398,11040,-0.011815,—,0,4046,0.366485507,-0.008819206,1745,0.158061594,-0.088296761,5.36,-0.025117768,3065,-0.050201425,-2241,0.0375,824,-0.227741331,0.177419,0.059409,0.114948,0.093393,0.282971,0.113975,1.6785,0.321,1.0774,0.8539,1.3677,0.084512793,356785.0564,-6284.333348,0.375,88.95491803,1.797505072,0,47.0773235,0.282971014,495,6.311111111,11.53730052,18648,0.086675388
PFG ,0.737200889,0.296,0.441200889,4177.2,0.47401108,630.4,-0.319222462,2712.1,0.624011976,0,7544.476,0.81870799,0,2.48018541,0.052351461,9215.1,0.062786,—,0,—,0,0,773.6,0.08394917,0.248345974,2.3331,0.060355406,3080.8,0.135443924,-38.9,-0.316344464,3041.9,0.145121217,0.087903,0.005217,0.079413,0.093031,0.117969,0.06162,—,—,—,—,79.1979,0.10669495,689082.4796,-2518.317445,0.059607642,27.77709498,0.920738787,#VALUE!,21.73871224,#VALUE!,127.1,#N/A N/A,12.22401144,155668.8,0.081806206
ES ,0.088911513,0.296,-0.207088487,137.723,0.776406248,155.568,0.305582598,9165.829,0.705031014,4.856439252,21456.89,3.420085827,11.54218646,-68.9836775,0.817226108,6273.787,0.404897,4189.423,0.667766215,1858.997,0.296311781,0.471432088,525.945,0.083832142,0.332542001,2.2771,-0.044920728,1161.229,0.196667099,-1472.272,0.367354861,-311.043,1.924875875,0.07939,0.023934,0.053499,0.053262,0.178235,0.022705,0.8246,0.0378,0.6113,0.3147,0.7887,0.049977791,709543.8815,1352.333073,0.285497279,97.58545488,1.726765624,#VALUE!,49.38898713,0.178234613,329.945,3.389067875,17.16248898,22329.996,0.058266607
NOC ,0.542704301,0.296,0.246704301,3862,0.286475683,0,0,3935,-0.003292806,0.020054945,16238.7991,0.643936835,4.461208544,7.032827674,0.028197359,25218,-0.045207,5580,0.221270521,3640,0.144341343,-0.047120419,1978,0.078436038,-0.066100094,7.81,0.053981107,2640,0.24822695,-331,-0.321721311,2309,0.419176398,0.199295,0.076144,0.152845,0.139338,0.124118,0.145442,4.4444,0.6377,1.3857,1.1096,7.9758,0.087902111,370308.37,-202.8034702,0.970781845,41.3601009,0.666206202,0.020620192,29.25868094,0.124117694,212,14.76415094,8.653008963,13509,0.115566736
WFC ,0.325953971,0.296,0.029953971,159173,1.494600906,14240,0.105847635,184554,0.057949497,0,—,0,0,0,0,91247,0.041668,—,0,—,0,0,17999,0.1972558,0.197936772,3.4244,0.132257638,58540,3.283937065,0,0,58540,3.283937065,0.131629,0.013809,0.058727,0.075431,0.330727,0.097564,—,—,—,—,—,0.064556251,338956.1664,2976.764689,0.066680673,116.1367055,1.980669699,#VALUE!,53.73298589,#VALUE!,#N/A N/A,#N/A N/A,9.981386379,365576,0.100186483
NUE ,0.239382442,0.296,-0.056617558,1157.029,-0.548614942,243.803,0.052258357,3660.112,-0.145238259,1.530320806,16457.2211,0.847032264,10.06152328,65.10569039,0.136219409,19429.273,-0.02968,1513.538,0.077899878,1635.659,0.084185291,-0.189605465,504.619,0.025972099,-0.351546156,1.7813,-0.281299173,1200.385,0.164232101,-947.608,1.15884067,252.777,-0.573091149,0.066764,0.035138,0.060659,0.060789,0.052943,0.00489,4.6336,0.5701,2.7894,1.4113,1.2668,0.103470032,#N/A N/A,-479.7950185,1.35289996,46.41646674,0.706784218,0,31.70167111,0.052942691,173.503,5.928646767,24.22983537,11545.486,0.041271432
PVH ,0.624091425,0.296,0.328091425,233.197,-0.532407092,188.595,0,1915.916,-0.191210999,2.700200423,7090.6142,1.203711899,11.37806102,22.09740152,0.191317563,5890.624,0.270394,3055.889,0.518771695,623.183,0.105792357,0.779673699,275.697,0.046802682,4.321514052,5.3723,0.248152967,490.721,0.366260082,-169.841,0.681677311,320.88,0.242873079,0.115335,0.040733,0.079197,0.085539,0.083382,0.110786,4.9671,0.2234,1.6661,0.6714,2.8893,0.11355953,540424.2202,-173.7935122,0.870318351,70.55614007,0.874443624,0,41.36827911,0.083382168,129.355,3.79709327,14.2770215,5142.143,0.070042621
OXY ,0.226676143,0.296,-0.069323857,1592,-0.578947368,32,0,7623,0.298415943,0.504686192,67773.4466,2.80379971,5.671418126,62.40648858,-0.132017156,24172,0.009733,16328,0.675492305,11950,0.494373655,-0.157442008,4590,0.189889128,-0.321005917,7.0833,-0.147237639,11312,-0.07890237,-10226,0.360202181,1086,-0.771992442,0.118244,0.07401,0.102359,0.102832,0.307753,0.073522,3.1695,0.2184,1.3021,0.8927,1.1062,0.123559292,#N/A N/A,-1220.658499,0.389073994,19.03465841,2.564970751,0,15.99085398,0.307752772,117,63.58119658,10.81562306,47703,0.092458843
OMC ,0.463591637,0.296,0.167591637,2698.9,0.495235457,693.9,0.02405549,4512.6,0.388919668,0.869088121,15597.12,1.096890164,7.473822416,12.73234286,0.089962859,14219.4,0.025006,—,0,2086.9,0.14676428,0.073066639,975.8,0.068624555,0.035991082,3.6803,0.023328884,1451.3,0.103398464,-226.3,0.219946092,1225,0.084262701,0.280197,0.046806,0.15407,0.146012,0.126883,0.187747,2.9042,0.2273,0.9819,0.8132,6.4132,0.094276962,199991.5612,-1200.457387,0.666680732,108.6143404,0.942674656,#VALUE!,52.06465681,0.126882991,179.7,10.04006678,13.57499505,8194.8,0.073664852
OKE ,0.466453744,0.296,0.170453744,583.618,7.848998529,2102.841,0.346974267,7343.397,0.280246565,5.24285773,17623.5931,1.730497222,13.66878877,-19.97781928,0.08906574,10184.121,-0.312153,946.743,0.092962662,1289.331,0.12660209,-0.12362009,360.619,0.035409929,6.93E-05,1.3534,-0.163793636,983.995,-0.274428794,-1866.153,0.396751061,-882.158,-44.89064133,0.165112,0.024406,0.088211,0.072377,0.093624,0.018502,1.5692,0.2075,0.9828,0.6872,0.5273,0.058586112,2095929.409,64.78620104,0.68923606,173.5022741,0.865316211,0,63.43723271,0.093624084,237.638,4.012317054,31.58702058,11575.847,0.031658573
RJF ,0.151998902,0.296,-0.144001098,2745.196,-0.10390295,411.342,0.268689124,2517.961,0.323263308,-0.372068082,5232.154,1.342300726,8.566979132,16.67491252,1.139859593,3897.9,0.14648,—,0,610.735,0.156683086,0.096645431,289.943,0.074384412,0.075468199,6.6127,2.019497717,391.289,-0.748922802,-77.515,1.083736559,313.774,-0.793738139,0.099015,0.015108,0.053077,0.058026,0.122926,0.075012,—,—,—,—,5.0479,0.096373181,374798.0769,-239.9303346,0.199038687,68.41761039,1.229903256,#VALUE!,40.62378645,#VALUE!,#N/A N/A,#N/A N/A,5.542372992,6177.597,0.180428131
PCG ,0.062891904,0.296,-0.233108096,401,-0.218323587,-78,-0.390625,13409,-0.034351145,3.280706179,30236.261,2.010389694,7.625790921,149.6844604,-6.53E-05,15040,0.005616,10017,0.666023936,3965,0.263630319,-0.046187154,816,0.054255319,-0.033175355,2.3035,-0.101143325,4882,0.30569671,-4680,0.149030199,202,-1.604790419,0.064826,0.016243,0.051982,0.048571,0.112566,0.002781,0.759,0.0641,0.8186,0.5379,1.0432,0.044623136,730345.263,492.665992,0.294327733,100.6228426,1.132734043,#VALUE!,50.15522723,0.112566489,703,2.408250356,17.44280189,33576,0.057330239
PH ,0.238058061,0.296,-0.057941939,838.317,0.275072779,9.215,-0.91180299,1729.535,-0.020846296,0.447799186,12404.0334,0.943563679,6.232499857,9.457407775,-0.1802344,13145.942,0.064805,3187.605,0.242478249,1990.218,0.151394096,0.087289395,1151.823,0.087618141,0.097883961,7.4678,0.163299322,1530.385,0.311459184,-218.817,0.055587716,1311.568,0.366730614,0.224082,0.10444,0.17617,0.198938,0.126905,0.177264,5.5838,0.3372,1.8094,1.1369,6.9939,0.121131475,221685.3626,-299.0710415,1.191992578,35.25540541,0.884375566,0.027818471,26.06580144,0.126905246,92.79,17.97918957,10.29487974,5986.983,0.097135666
ROL ,0.372901588,0.296,0.076901588,65.082,0.406418152,0,0,0,0,-0.30226974,3153.0904,2.480972595,14.64435352,25.66012419,-0.015711454,1270.909,0.05464,623.331,0.490460765,215.311,0.169414962,0.081383377,111.332,0.087600292,0.105460178,0.3369,0.102782324,141.919,-0.082303569,-19.04,0.020802059,122.879,-0.096444722,0.327952,0.166396,0.327978,0.323358,0.139,0.138332,12.0363,0.2849,0.9018,0.6384,7.4537,0.114413492,121385.7689,61.01004667,1.899493034,0,2.5371053,0,0,0.138999724,0.014,12618.28571,29.07954787,363.167,0.03438843
PPL ,0.138364705,0.296,-0.157635295,901,-0.260262726,-36,-1.310344828,20128,0.083840396,4.374744027,35852.0567,2.846078963,8.157464551,-100.7080244,0.039621715,12597,0.111827,7763,0.616257839,4395,0.348892593,0.018303985,1526,0.121139954,0.020735786,2.6911,-0.088473394,2764,0.102512964,-3120,0.248,-356,-51.85714286,0.143233,0.035372,0.074318,0.067693,0.246805,0.065109,1.0761,0.1602,0.901,0.4686,0.8859,0.039137939,#N/A N/A,642.057083,0.291996013,191.7317584,1.318830029,#VALUE!,65.72193561,0.246804795,961,3.235171696,10.63867737,34231,0.093996647
EXC ,-0.076350675,0.296,-0.372350675,1486,0.462598425,253,4.06,19603,0.462364789,2.804923363,43783.5735,1.864003299,6.77869229,353.0933347,0.062755367,23489,0.232178,13332,0.567584827,6459,0.274979778,-0.049448124,1146,0.048788795,-0.539943798,1.9105,-0.542175893,6131,0.263342263,-6007,0.418417946,124,-0.799352751,0.063994,0.017371,0.051238,0.039785,0.101324,-0.031695,0.9009,0.1907,1.3015,0.7505,1.0206,0.047034396,901446.8281,2067.073994,0.351747582,89.85195031,1.033157648,#VALUE!,47.32737808,0.101324024,928,2.564655172,15.56628784,53206,0.064241392
COP ,0.22422719,0.296,-0.07177281,3618,-0.431221506,440,-0.137254902,21725,-0.039694117,0.888774358,89295.8018,1.540459258,4.383046277,-357.1832072,-0.191591561,57967,-0.097031,15816,0.272844895,20373,0.351458589,-0.061065536,8428,0.145393068,-0.322290125,5.337,-0.059227922,13922,-0.291357019,-14172,0.263777421,-250,-1.029648956,0.14887,0.062343,0.110923,0.085192,0.237946,0.083023,1.9875,0.2074,1.3753,0.7193,0.9824,0.081456542,3430000,588.5325778,0.42879123,44.86133768,1.244292511,0.003812514,30.96846847,0.237945728,606,22.76072607,10.86561822,73528,0.09203342
PHM ,0.106293118,0.296,-0.189706882,1404.76,0.297015616,0,0,2509.613,-0.187392013,4.066055512,8125.6622,1.685822733,29.90388185,10.88941836,0.840104778,4819.998,0.165182,756.156,0.156878903,271.726,0.056374712,33.56194353,206.145,0.04276869,-1.9798325,0.6187,3.272790055,760.14,42.99212917,-13.942,-0.343535173,746.198,-189.4814347,0.099871,0.030271,0.042499,0.076958,0.050145,0.099871,2.3135,0.7408,3.0653,0.7408,54.5216,0.136518266,1326361.585,-431.84353,0.707780872,114.6142977,1.437586887,#VALUE!,53.40478193,0.050145042,0.819,295.1147741,29.34968468,4898.094,0.034071916
PNW ,0.042206567,0.296,-0.253793433,26.202,-0.219783819,129.483,0.190801574,3414.091,-0.023565926,2.541519726,9112.0582,2.75972111,6.835665412,34.47332496,0.03134687,3301.804,0.018642,2307.014,0.698713188,1333.017,0.403723843,0.074760621,381.542,0.115555617,0.123924436,3.5,0.170568562,1171.122,0.040458145,-906.8,0.007142627,264.322,0.173648175,0.097898,0.028806,0.072355,0.067569,0.257967,0.039225,0.9891,0.0242,0.9282,0.3645,1.2915,0.054685915,499289.8836,399.4870738,0.249280868,83.22404882,1.69083925,#VALUE!,45.42201166,0.257966554,199.645,4.266347767,14.56571429,8866.137,0.068654374
PNC ,0.343074243,0.296,0.047074243,10667,0.426260195,6352,0.315113872,40907,0.11451068,0,—,0,0,0,0,16606,0.049684,—,0,—,0,0,2832,0.170540768,-0.051574012,5.3765,-0.037969474,6809,0.128251864,0,0,6809,0.128251864,0.083504,0.010456,0.038322,0.047941,0.25419,0.059326,—,—,—,—,—,0.058612176,325946.5719,-1746.725522,0.057628507,97.94564827,1.846986631,#VALUE!,49.48108187,#VALUE!,#N/A N/A,#N/A N/A,10.84541609,87269,0.092204853
PPG ,0.26511532,0.296,-0.03088468,2393,0.614709852,259,0.314720812,4010,0.089082021,0.932525952,22661.1983,1.677116511,13.06874181,15.91376285,0.502911953,13512,0.027294,5607,0.414964476,1734,0.128330373,0.004634994,941,0.0696418,-0.140639269,3.2075,0.203745403,1787,0.244428969,-363,-0.069230769,1424,0.361376673,0.257385,0.062194,0.159132,0.151614,0.097173,0.128151,4.0339,0.5364,1.7294,1.1121,4.9229,0.102245981,344693.8776,543.2673215,0.893060145,92.78111985,1.53661116,0.033525755,48.12770043,0.097172883,210,6.252380952,21.0992104,8638,0.047395139
PGR ,0.273605831,0.296,-0.022394169,179.1,0.150289017,0,0,2063.1,-0.1551943,0,14641.06,0.857782465,0,9.363087549,0.027729129,17068.5,0.082951,—,0,—,0,0,902.3,0.052863462,-0.111472181,1.1538,-0.223239531,1691.4,0.129180853,-127.7,0.618504436,1563.7,0.101973221,0.152755,0.040517,0.120973,0.095132,0.084454,0.021974,—,—,—,—,13.2451,0.078280986,659295.4537,406.8233289,0.766443269,34.34493091,0.745796643,#VALUE!,25.56473897,#VALUE!,123.8,#N/A N/A,18.28701778,20729.8,0.054683602
PEG ,0.046985953,0.296,-0.249014047,379,-0.545563549,-22,0.1,8202,0.013343217,2.231954351,23281.3096,2.380258624,6.642313723,109.301923,-0.027565152,9781,-0.117159,6062,0.619773029,3505,0.358347817,-0.095950477,1275,0.130354769,-0.151696607,2.5652,-0.014256619,2787,-0.216474557,-2574,0.235717715,213,-0.855495251,0.12114,0.041432,0.082636,0.060711,0.232901,0.052922,1.2999,0.1003,1.0244,0.4665,1.0828,0.054805518,#N/A N/A,953.5815144,0.317843564,76.07828587,1.58302832,#VALUE!,43.20708002,0.232900521,423,5.38534279,11.92876888,25503,0.083830948
RTN ,0.513293658,0.296,0.217293658,4044,0.011,164,0.031446541,4731,0.027361564,0.199477352,19730.68,0.808170722,5.729001161,12.19448702,0.149483653,24414,-0.015207,5322,0.217989678,3444,0.141066601,0.051924252,1888,0.077332678,0.011789925,5.701,0.091372016,1957,-0.071191267,-339,-0.002941176,1618,-0.084323713,0.232986,0.071869,0.157542,0.219688,0.12243,0.150793,4.6595,0.6852,1.5666,0.6852,5.7729,0.076114218,360088.4956,-111.4214599,0.929349067,57.76556777,0.785573523,0.028835914,36.61481309,0.122429753,201,14.87064677,10.0964442,11567,0.099044771
RHI ,0.300946106,0.296,0.004946106,287.635,0.02970974,0,0,1.545,-0.067028986,-0.730246164,4150.8463,1.009640294,10.59505605,17.35876941,0.102167926,4111.213,0.088493,1649.06,0.401112762,391.772,0.09529353,0.302953306,208.867,0.050804227,0.413440977,1.5818,0.520961538,289.177,0.128205028,-50.056,-0.114601574,239.121,0.196915623,0.254326,0.155911,#VALUE!,0.247121,0.083442,0.153358,10.0087,0.5734,2.1224,1.5957,5.7771,0.139524103,#N/A N/A,88.04814803,3.05313751,0.183489289,1.06964923,0,0.183153223,0.08344204,#N/A N/A,#N/A N/A,20.11665383,868.408,0.049710057
EIX ,0.024562954,0.296,-0.271437046,170,0.00591716,1755,0.707198444,9406,0.015437763,2.400831817,25714.4084,2.167797033,6.684275643,-24.96544505,0.089105145,11862,0.120325,7723,0.651070646,3847,0.324312932,0.102924312,-183,-0.015427415,3.945945946,3.85,0.100534545,3334,-0.146441372,-4364,0.017486594,-1030,1.689295039,-0.018782,-0.001991,0.017303,0.075315,0.192632,-0.013433,0.8995,0.0454,0.7137,0.3958,0.764,0.054368771,714879.7686,1346.691636,0.256661582,84.04968278,1.241944023,#VALUE!,45.66684469,0.192631934,521,4.385796545,11.73766234,26860,0.08519584
SLB ,0.279752291,0.296,-0.016247709,6274,0.299772115,107,-0.170542636,11630,0.170844659,0.503999247,97491.5674,2.336190539,9.173950071,48.89246108,0.011737454,41731,0.129116,8846,0.211976708,10627,0.254654813,0.097717178,5490,0.131556876,0.098659196,4.0109,0.106821569,6688,0.083954619,-4694,0.171157685,1994,-0.077705828,0.166328,0.094049,0.131551,0.122579,0.170784,0.119801,5.0435,0.5073,1.9531,1.425,1.4248,0.123954424,353652.5424,-874.0673787,0.714890191,33.36393367,2.208601869,0.02762934,25.01720874,0.170784309,340,20.96176471,17.27759084,48116,0.05787844
SCHW ,0.838018828,0.296,0.542018828,12663,0.45903906,885,0,2700,-0.12875121,-5.547327394,9267.3185,1.835476035,5.159976893,8.289193649,0.061145458,5049,0.033784,—,0,1796,0.355714003,0.042973287,883,0.174886116,0.021990741,0.6743,-0.059160039,1266,-0.486201299,-148,-0.177777778,1118,-0.510507881,0.107565,0.007663,0.080339,0.08085,0.295979,0.070045,—,—,—,—,8.5541,0.115570669,365869.5652,-308.0202046,0.041694537,28.15726353,3.623418499,#VALUE!,21.97086826,#VALUE!,#N/A N/A,#N/A N/A,21.29571683,12512,0.046957799
